input,instruction,span_start,span_end,span_text,output
,What is everybody discussing?,0.0,972.0,"nd why New York is talking about sex 
",sex
,What did he think of buying?,663.0,698.0,. He thought about buying a dingdon,a dingdong
,Does he discriminate when he serves?,1390.0,1452.0,"""I'll help anyone who needs to eat. Just line up,"" Munoz says.",no
,What was her first name?,-1.0,-1.0,unknown,unknown
,How do treaties differ from contracts?,96.0,105.0,both are means of willing parties assuming obligations among themselves,both are means of willing parties assuming obligations among themselves
,Who to?,1199.0,1207.0,Clemence,Clemence
,How?,419.0,469.0," significantly altering its internal composition, ",it altered its internal composition
,What did Tom say they would have to do about their behavior?,0.0,137.0,"y jinks! we'll have to be on our good behavior,"" observed Tom, after he had read his father's letter. 
",Be on their good behavior.
,where were the rebels battling Moammar?,226.0,233.0,0,Tripoli
,How many neurons are estimated to be contained in the cerebral cortex of a typical human?,145.0,148.0,15 – 33 billion,15 – 33 billion
,When was the letter written?,190.0,212.0, ere she had left home,ere she had left home
,how does he travel?,200.0,239.0,0,He explores the universe in his TARDIS
,When did the English take over rule from the Dutch of the city?,1465.0,1516.0,In 1664 the English took over the Dutch settlements,In 1664
,What happened to the first messenger?,796.0,898.0,The first courier he had dispatched was overtaken at a _cabaret_ only five leagues from Pont de Dronne,he was overtaken
,What was the controversy over the Miss Universe pageant?,128.0,183.0,Donald Trump personally selects some of the finalists. ,Donald Trump personally selects some of the finalists.
,How are PCBs manually created?,572.0,0.0,creating a photomask on a clear mylar shee,creating a photomask on a clear mylar sheet
,What type of background did he come from?,892.0,914.0, a monastic background,a  monastic one
,What happened in 1973?,1276.0,1573.0,"The recorded music industry's Certified Awards program, which attributes Platinum, Gold and Silver status to singles, albums and music videos (Platinum and Gold only) based on their sales performance (see BPI Certified Awards program), has been administered by the BPI since its inception in 1973.",the inception of the BPI
,What plan did the trio allegedly discuss to get to Turkey?,311.0,316.0,hijacking a commercial flight,hijacking a commercial flight
,What did Obama say he wanted to get rid of?,0.0,1149.0," the Obama administration requested that Pentagon staff members avoid use of the term, instead using ""Overseas Contingency Operation"".","Use of the term ""War on Terror."""
,What political party does De Leon belong to?,0.0,0.0,"Patriotic Party, ","Patriotic Party,"
,Who scored Real Madrid's first goal of the season?,201.0,203.0,karim benzema,karim benzema
,What does his mom do for work?,111.0,116.0,nurse,nurse
,where is he from?,544.0,551.0,Arizona,Arizona
,How many national origins are classified as Hispanic or Latino by the United States Census Bureau?,182.0,231.0,0,"spanish , argentine , cuban , colombian , puerto rican , mexican , dominican , costa rican , guatemalan , honduran , nicaraguan , panamanian , salvadoran , bolivian , chilean , ecuadorian , paraguayan , peruvian , uruguayan , and venezuelan"
,did he attempt to assert his power?,1060.0,1117.0,on one occasion when he had determined to show his power.,Yes
,What else did he say may stop others from jumping it.,1284.0,1363.0,"He asked if a moat would be effective in stopping future White House jumpers. 
",a moat
,Who was one of those people?,0.0,1358.0,"Max Planck, Hermann Minkowski and others did subsequent work. ",Max Planck
,did he yield at all on that topic?,1071.0,1340.0,0,Yes
,Where do they live?,0.0,0.0,fashionable persons in Thrums,Thrums
,What is the date that the Egyptian uprising began last year?,0.0,329.0,0,january 25th
,How long did they date before tying the knot?,462.0,547.0,0,three years
,What does the Interpretation Act 19787 define?,833.0,938.0,0,"it defines the following terms: ""British Islands"", ""England"", and ""United Kingdom"""
,Is it on the Mississippi River?,139.0,160.0,on the Missouri River,No
,Why?,401.0,0.0, to work for Thomas Edison,to work for Thomas Edison
,When did he sell it?,1266.0,0.0,"Hocken sold out within the year,",Within the year
,Was he gone long?,291.0,0.0,After some minutes,no
,What does she call herself now?,626.0,708.0,"Times are altered now with Mary Anne, or, as she calls herself, Marian de Mogyns. ",Marian de Mogyns.
,Who has the pet?,174.0,0.0,0,Joe
,who else was coming,279.0,361.0,"Littleham, supremely uncomfortable in a new suit of clothes, was the other guest, ",Littleham
,What company did Bauersfeld work for?,301.0,467.0,"The first dome that could be called ""geodesic"" in every respect was designed after World War I by Walther Bauersfeld, chief engineer of the Carl Zeiss optical company",Carl Zeiss optical company
,What did Josh Earnest say that caused observers to react with disbelief?,31.0,47.0,"president barack obama had "" substantially improved the tranquillity of the global community , ""","president barack obama had "" substantially improved the tranquillity of the global community , """
,Was he in agreement with Darius' arrangement?,1332.0,1364.0,But Alexander ignored the advice,No
,Who went to the store?,0.0,23.0,0,Katie
,Where does Alexander's conquests end?,1597.0,1603.0, India,India
,What time of day was it?,39.0,44.0,night,night
,How far across was the twister?,1310.0,1422.0,"Packing winds between 111 and 135 mph, the tornado was 300 yards wide and produced damage over a 5-mile stretch,",300 yards wide
,What did the mouse eat?,935.0,947.0,bread crumbs,bread crumbs
,How old was he?,51.0,75.0,0,17
,What caused a growth in the population?,1056.0,1067.0,gold rushes,gold rushes
,What is it officially called?,23.0,40.0,Kingdom of Bhutan,Kingdom of Bhutan
,Who did she want to get a bow for?,384.0,417.0,She wanted to get one for her cat,her cat
,What do they offer?,694.0,771.0,"Most pubs offer a range of beers, wines, spirits, and soft drinks and snacks.","range of beers, wines, spirits, and soft drinks and snacks."
,what did Amy's mother set up for them?,793.0,805.0,a small trip,a small trip
,Are they doubting his relevance?,121.0,150.0,questions about his relevance,yes
,How many counts is she looking at?,973.0,1007.0,Davis is charged with four counts ,four
,does it say what types of services are available?,629.0,659.0,television and audio services ,yes
,What state is this passage about?,0.0,31.0,"Palestine, officially the State",Palestine
,What place is he in the race to dubai?,386.0,535.0,"""It feels awesome,"" the South African told the official European Tour website after a victory that has lifted him to third in the The Race to Dubai. ",third
,What was the goal of the protesters?,80.0,0.0,to shut the paper down forever,to shut the paper down forever
,What is?,433.0,440.0,Houston,Houston
,Who is Thaksin Shinawatra and what is his relation to Yingluck Shinawatra?,157.0,157.0,brother,brother
,When did she begin talking about the memoir?,1247.0,1311.0, Love first discussed her memoir with Rolling Stone in June 2013,2013
,What did Old Man Coyote do after licking his chops?,961.0,1003.0,"He licked his chops once more, then yawned",Yawned
,What was the response from various corners of the internet to Tyson's tweet?,236.0,240.0,criticism and name - calling,criticism and name - calling
,was she the only girl he had ever longed for?,471.0,525.0,was that he had ever longed ardently for anything else,No
,who was it Tot wasn't sure if he should take into a partnership?,525.0,664.0,"The only thing I ain't sure of is whether I shouldn't take my friend Phil Maylands into partnership."" 

""Oh, please, don't,"" pleaded Tottie",Phil Maylands
,What's the population?,306.0,316.0,75 million,75 million
,What do they believe he has to face in the U.S.?,817.0,849.0, economic and social convulsions,Economic and social convulsions.
,What was Gordon Stokers job?,9.0,82.0,0,he sang backup
,What does RIAA stand for?,0.0,45.0,The Recording Industry Association of America,The Recording Industry Association of America
,What is it's couterpart,317.0,330.0,Upa-Mahanagar,Upa-Mahanagar
,Has Fluke ever testified?,302.0,375.0," Back in March, she testified in favor of a proposed Obama administration",Yes
,What objects was Naomi readying?,792.0,891.0,and she was industriously brightening the knives for the breakfast-table on an old-fashioned board.,knives
,Then when he did?,30.0,71.0,Four months after Marston reached England,Four months earlier?
,Between who?,1582.0,1619.0, friction between Zimbabwe's leaders ,Zimbabwe's leaders.
,Was this planned?,143.0,165.0,according to agreement,Yes
,By what source?,175.0,0.0, According to the text,According to the text of recorded history
,Did that work?,757.0,783.0,it wouldn't open its mouth,it wouldn't open its mouth
,Who performed at the after-party for the Tommy Hilfiger fashion show?,0.0,314.0,the strokes,the strokes
,From what?,433.0,551.0,The Solar System formed 4.6 billion years ago from the gravitational collapse of a giant interstellar molecular cloud.,a giant interstellar molecular cloud.
,in what year?,434.0,461.0,"Ryan, who graduated in 1992",1992
,When?,1154.0,0.0,W. Zimmermann (for plants) in 1943,1943
,What did Edmund seem to think about the situation with Mike's boots?,203.0,218.0,he seemed to look on it as one of those things which no fellow can understand,he seemed to look on it as one of those things which no fellow can understand
,Where was the school he had in mind for Tom?,305.0,363.0,I mean to put him to a downright good school at Midsummer.,Midsummer.
,Did she just show it to him?,1322.0,1346.0,he found me trying it on,no
,How many countries have had work published by them?,723.0,790.0," it publishes over 50,000 titles by authors from over 100 countries",100
,could he see anything ?,90.0,109.0,I can't see a thing,no.
,Did he purchase the bigger slacks,354.0,410.0,0,Yes
,Who is the first person?,-1.0,-1.0,unknown,unknown
,When was this?,484.0,0.0,the early to mid first century CE.,The early to mid first century CE.
,Was he working on his PhD?,1434.0,1461.0,Amos Bairoch during his PhD,Yes
,and?,835.0,1102.0,"hose involved with the design and execution of the infrastructure in question must consider zoning requirements, the environmental impact of the job, the successful scheduling, budgeting, construction-site safety, availability and transportation of building materials",transportation of building materials
,What did the officer use to disperse the crowd after Pastor Jose Moran's arrest?,322.0,323.0,pepper spray,pepper spray
,When was the first imperial anthology of poems published?,0.0,173.0,"905 – 914 ) , the first imperial anthology of poems , completed in the first part of the 10th century","905 – 914 ) , the first imperial anthology of poems , completed in the first part of the 10th century"
,Where was Evelyn?,0.0,1427.0, Evelyn had gone to London and had not written to him. ,London
