input,instruction,span_start,span_end,span_text,output
,Who?,1435.0,1519.0,"""I nearly ran into old Mackellar!"" he exclaimed with a chuckle. ""But I dodged him!"" ",Old Mackellar
,Are they considered hot?,81.0,106.0,is the largest hot desert,No
,What is the name of the closest house that may be available?,872.0,908.0,There's nothing up here but Sorrento,Sorrento
,Who is Wang Dan?,221.0,307.0,"o Wang Dan, a prominent student leader of the 1989 Tiananmen Square student protests. ",A prominent student leader of the Tiananmen Square protest
,Who of them cried?,803.0,921.0,"I caught Peter behind Aunt Olivia's dairy later in the day, and if ever a boy had been crying I vow that boy was Peter",Peter
,Anything else?,1686.0,1756.0,0,and being striped his titles
,What did he have experience in?,631.0,687.0,Harold Schwartz who had a background in trade publishing,trade publishing
,Which nations weren't affected?,0.0,422.0, With the exceptions of Iran and the former Soviet states,Iran and the former Soviet states
,what did he invent?,124.0,187.0,"who is credited with patenting the first practical telephone. 
",the telephone.
,What tourist place had he visited earlier in the day?,1317.0,1328.0,the Vatican,the Vatican
,What was one of the items they were looking for?,455.0,501.0,The items on the treasure hunt list were a cup,a cup
,What did he do to the animals?,1106.0,1128.0,0,Felt them.
,who wrote the letter,665.0,0.0,0,Mr. Edmonstone and Charles
,Why would you think that?,775.0,832.0,0,He was wagging his tail as he went
,What is the 2nd in command called?,0.0,1472.0," close to the rank of Tars Tarkas, who, as you know, is second to Lorquas Ptomel only",Tars Tarkas
,Did pharmas only distribute medicines?,227.0,292.0,the pharma offered general medical advice and a range of services,no
,How fast were they?,1395.0,1460.0,I was getting information by phone with a minute-to-minute update,minute-to-minute
,How does the chorus start?,428.0,0.0," ""Bye, Bye, Miss American Pie."" ","Bye, Bye, Miss American Pie."
,to go where?,1003.0,0.0,0,Città di Castello
,Who goes with him to the park?,40.0,47.0,His dad,His dad
,What did it become?,320.0,360.0, into ABKCO Music & Records in New York.,ABKCO Music & Records
,who likes to wake up early?,0.0,301.0,early-rising man,the early-rising man
,what is he?,322.0,341.0,Sean is an elephant,an elephant
,What is it?,412.0,438.0,Norwegian security service,Norwegian security service
,What score was the other low point that day?,290.0,295.0,0,0-0
,What kind did he go through?,97.0,165.0," sexual, physical and emotional abuse he says he suffered as a child","sexual, physical and emotional"
,was lydie behavior shocking to anyone?,469.0,680.0,"Lydie, certainly had been very strange and agitated in her manner, totally unlike herself: but this mood of course, though so very unusual in her, did not astonish M. le Duc so much, once he realized its cause. ",no
,In what State?,330.0,337.0,0,Georgia
,Which brother was absent?,592.0,604.0,absent Miles,Miles
,Who?,1472.0,1545.0,"Haldane, much against his wishes, spent most of the winter at Bonaventure",Haldane
,Did it help her feel any better?,575.0,611.0,and it made her feel a little better,Yes
,Under the rule of whom?,1384.0,1445.0,The economy expanded in the 17th century in the Mughal Empire,the Mughal Empire
,What kind of window did Gregory look out of?,778.0,835.0,"Gregory, looking lazily sideways at the mullioned windows",mullioned windows
,who is steve carbajal?,540.0,652.0," Sgt. Steve Carbajal, spokesman for the Tempe (Arizona) Police Department, told HLN's Nancy Grace on Thursday. 
",Tempe police sargeant
,who is the leftist who ran as independant?,1397.0,0.0,"Frei, a member of her same left-leaning coalition, but another leftist candidate who ran as an independent",Frei
,How many languages could students take the course in?,1555.0,0.0, translated the class for free from English into 44 languages.,45
,What did Peter think of Castell's plan to show off their wealth?,255.0,262.0,misdoubting him of the wisdom,misdoubting him of the wisdom
,Why?,806.0,0.0,"""Pick up that hatchet and begin to cut wood",to cut wood
,at what?,661.0,722.0,delegates at the Scottish National Party's annual conference ,Tthe Scottish National Party's annual conference
,Did they?,229.0,0.0,but Ralph had no time,no
,What is the goal of the Gates Foundation in offering this grant?,121.0,0.0,deadly serious,deadly serious
,What was the subject of the debate in Parliament?,0.0,0.0,[CLS],[CLS]
,Was Albert with her?,0.0,143.0,Albert was in temporary abeyance,no
,How long did the captain estimate he would need to complete his calculations?,60.0,62.0,half an hour,half an hour
,What did he get her?,350.0,415.0,George asked Laura if she wanted him to buy her an ice cream cone,an ice cream cone
,where does trey go to school ?,268.0,280.0,Eastern High,Eastern High
,How was the trial described?,1360.0,1423.0,no more in her old home till this terrible trial should be over,Terrible
,Who was the leader that quit the day before?,0.0,515.0,"On the previous day, Soviet President Mikhail Gorbachev, the eighth and last leader of the Soviet Union, resigned, ",Mikhail Gorbachev
,What is today?,22.0,90.0,"45th anniversary of the assassination of Dr. Martin Luther King, Jr.","45th anniversary of the assassination of Dr. Martin Luther King, Jr."
,What religion did he start?,0.0,0.0, Islam,Islam
,What type did they influence?,0.0,47.0,Many early 19th-century neoclassical architects,neoclassical architects
,Why?,0.0,926.0,"The bushes were thick and the footing uncertain, and once his jacket caught on a root and he had to pause to free himself. ","uncertain footing, thick brush and he was caught on a root"
,DO you have an example?,1411.0,0.0,Reddit,Reddit
,How old was he?,1386.0,1438.0,"Murphy, who started his stand-up comedy career at 15",15
,What is the area of the modern state of Saxony?,173.0,174.0,old saxony,old saxony
,Who?,967.0,1020.0,r Cesc Fabregas and Liverpool striker Fernando Torres,Cesc Fabregas and Liverpool striker Fernando Torres
,Who looked happy?,110.0,130.0,0,Bo.
,How did Larry Twentyman respond when Mary Masters asked him if he had been in the way?,284.0,289.0,i hope i ' ve not,i hope i ' ve not
,Where else?,1723.0,1772.0,"Canada, the United Kingdom, and the United States",Canada and the United States
,Was an owl awake?,0.0,272.0,Hooty the Owl ,Yes
,Who is excited for Ida?,0.0,862.0,Constance,Constance
,Of what game?,0.0,1145.0,0,Olympic Sprinting
,What is one of famous cities in this area?,497.0,526.0,Bath is famous for its substa,Bath
,What was George's initial reaction to Ringan's suggestion?,90.0,96.0,hotly opposing gebhardt,hotly opposing gebhardt
,Who was her father?,71.0,100.0,"her father, President Johnson",President Johnson
,What's its name?,397.0,420.0,Osgoode Hall Law School,Osgoode Hall Law School
,Who was the original Socialist favorite to defeat Nicolas Sarkozy in the 2012 election?,246.0,249.0,dominique strauss - kahn,dominique strauss - kahn
,What had he done wrong?,284.0,352.0,"a leaked video depicted the player punching his now-wife, Janay Rice",he punched his wife
,Were they outside?,0.0,0.0,"Outside, bare trees shook their branches",yes
,What is the next step for protesters according to Dariel Ali?,356.0,0.0,take the streets,take the streets
,name the employee who spoke about the relationships?,935.0,953.0,James L. Sundquist,James L. Sundquist
,What did Firth say about Rush?,566.0,607.0,"""I would describe him as my geisha girl.""",described him as his geisha girl
,why?,1679.0,1703.0,0,it was doubly calamitous to him.
,Who is being accused?,199.0,203.0,Kajo,Kajo
,How?,329.0,344.0,younger brother,Brothers
,What was the Palestinian Authority official doing when he died?,0.0,226.0,lost consciousness after he inhaled tear gas and an israeli soldier hit him in the chest,lost consciousness after he inhaled tear gas and an israeli soldier hit him in the chest
,what caused him to open his eyes?,1256.0,0.0,"ittle water was put into his mouth, and with a gulp he opened his eyes",a little water
,Any example?,95.0,123.0,including the city of Sarazm,Sarazm
,Is there plenty of space?,303.0,0.0,room enough ,Yes.
,How many people did Murray shoot and kill?,0.0,27.0,four,four
,"How did infrastructure and services in Haiti compare during the time of Francois ""Papa Doc"" Duvalier's presidency to now?",164.0,0.0,worked better then than they do now,worked better then than they do now
,How did the man's day make such a turn around?,194.0,203.0,he took the job and became head pancake maker,he took the job and became head pancake maker
,In what type of match?,9.0,83.0,India will seek to become the No. 1 team in world cricket's Test rankings ,Test
,what is a short name for it ?,53.0,57.0,NOAA,NOAA
,where?,1129.0,1138.0,in Brazil,in Brazil
,Does she seem happy?,130.0,195.0,0,no
,From where?,103.0,135.0,the Auschwitz concentration camp,the Auschwitz concentration camp
,On what day?,0.0,1060.0,Sunday ,Sunday
,How did Surrealism develop out of Dada activities?,173.0,176.0,during world war i,during world war i
,How many subway stations did police search in their effort to find Avonte?,294.0,295.0,468,468
,How did he describe the prize?,987.0,1034.0," thought the prize money sounded ""attractive."" ",Attractive
,What happened to it?,0.0,1018.0,moved from Kiyosu to the newly planned town around Nagoya Castle,it moved from Kiyosu to the newly planned town around Nagoya Castle
,How did they know he was theirs?,1012.0,1052.0,an uncanny scar on the top of his head. ,An uncanny scar on the top of his head.
,Why was Jerry gone?,1202.0,1229.0,"No, he's off for the summer",he's off for the summer
,What one other item was smaller and cheaper afterwards?,964.0,976.0, calculators,calculators
,What did Fanny make for dinner to invite her friends over?,92.0,92.0,pasta,pasta
,Where is he going to court?,0.0,0.0,Mount Vernon,Mount Vernon
,How much does it cost for a kid to play?,1106.0,1182.0,The FootGolf green fee at River Ridge is $10 for adults and $5 for children.,Five
,Who keeps his distance from the fire?,0.0,1193.0,scorched Injun,scorched Injun
,What is its official name?,0.0,0.0,0,Republic of Somaliland
,Of what?,1048.0,1054.0,Punjab,Punjab
,Who had awe for her?,882.0,1031.0," and lastly in Mr. Grainger himself, who, although he did not spend much time in his wife's company, had for her an admiration that amounted to awe. ",Mr. Grainger
,When was the next name change?,804.0,961.0,"In 1982, with the emergence and popularization of the music video, the AFE changed its name to Phonographic and Videographic Association of Spain () (AFYVE).",1982
,what was overhead ?,327.0,333.0,0,a moon
